Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Rep.,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Rep.,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.","Korea, United",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Ngorno-Karabakh,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Saint-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),Yemen Arab Republic (Former),Yemen Democratic (Former),"Yemen, Rep.",Yugoslavia,Zambia,Zimbabwe
1829,,,,,,,,,,,,,,"326,000","3,521,000",,,,,,,"3,717,000",,,,,,,,,,,,,,,,,,,,,,"944,490","406,109,805",,,,,,,,,,,,,,,"1,270,000",,,,,,,,,,,,,,,,"1,343,000","33,108,000",,,,,,"27,807,000",,,"2,511,000",,,,,,,,,,,,,,,,,"18,285,131",,,"5,517,947",,,"21,376,000",,"31,296,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,610,000",,,,,,,,,,,,"1,108,000",,,,,,,,,,,"3,472,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,955,000",,,,,,"2,847,753","2,088,000",,,,,,,,,,,,,,,,,,,,"18,329,053","12,906,416",,,,,,,,,,,,,,,,,
1830,,,,,,,,,,,,,,"330,000","3,538,000",,,,,,,"3,750,000",,,,,,,,,,,,,,,,"1,169,000",,,,,,"965,173","409,000,000",,,,,,,,,,,,,,,"1,273,000",,,,,,,,,,,,,,,,"1,364,000","33,300,000",,,,,,"28,045,000",,,"2,534,000",,,,,,,,,,,,,,,,,"18,437,029",,,"5,569,177",,,"21,513,000",,"31,329,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,633,000",,,"100,000",,,,,,,,,"1,124,000",,,,,,,,,,,"3,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,041,000",,,,,,"2,866,518","2,100,000",,,,,,,,,,,,,,,,,,,,"18,569,823","13,240,314",,,,,,,,,,,,,,,,,
1831,,,,,,,,,,,,,,"333,000","3,555,000",,,,,,,"3,782,000",,,,,,,,,,,,,,,,,,,,,,"986,056","409,299,014",,,,,,,,,,,,,,,"1,275,000",,,,,,,,,,,,,,,,"1,374,000","33,439,000",,,,,,"28,283,000",,,"2,557,000",,,,,,,,,,,,,,,,,"18,590,189",,,"5,621,119",,,"21,652,000",,"31,362,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,653,000",,,,,,,,,,,,"1,137,000",,,,,,,,,65,,"3,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,128,000",,,,,,"2,886,418","2,112,000",,,,,,,,,,,,,,,,,,,,"18,811,881","13,658,580",,,,,,,,,,,,,,,,,
1832,,,,,,,,,,,,,,"338,000","3,573,000",,,,,,,"3,814,000",,,,,,,,,,,,,,,,,,,,,,"1,007,120","409,598,247",,,,,,,,,,,,,,,"1,276,000",,,,,,,,,,,,,,,,"1,378,000","33,598,000",,,,,,"28,535,000",,,"2,581,000",,,,,,,,,,,,,,,,,"18,744,620",,,"5,655,984",,,"21,791,000",,"31,396,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,665,000",,,,,,,,,,,,"1,150,000",,,,,,,,,,,"3,532,000","330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,216,000",,,,,,"2,904,134","2,123,000",,,,,,,,,,,,,,,,,,,,"19,028,016","14,077,890",,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,"349,000","3,590,000",,,,,,,"3,846,000",,,"9,125",,,,,,,,,,,,,,,,,,,"1,028,350","409,897,699",,,,,,,,,,,,,,,"1,284,000",,,,,,,,,,,,,,,,"1,383,000","33,718,000",,,,,,"28,801,000",,,"2,605,000",,,,,,,,,,,,,,,,,"18,900,335",,,"5,690,849",,,"21,932,000",,"31,429,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,683,000",,,,,,,,,,,,"1,163,000",,,,,,,,,,,"3,552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,304,000",,,,,,"2,927,418","2,135,000",,,,,,,,,,,,,,,,,,,,"19,246,151","14,496,235",,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,"354,000","3,608,000",,,,,,,"3,879,000",,,"8,118",,,,,,,,,,,,,,,,,,,"1,049,733","410,197,370",,,,,,,,,,,,,,,"1,295,000",,,,,,,,,,,,,,,,"1,387,000","33,859,000",,,,,,"29,071,000",,,"2,629,000",,,,,,,,,,,,,,,,,"19,057,344",,,"5,725,715",,,"22,073,000",,"31,462,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,707,000",,,,,,,,,,,,"1,174,000",,,,,,,,,,,"3,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,392,000",,,,,,"2,957,254","2,147,000",,,,,,,,,,,,,,,,,,,,"19,468,285","14,914,618",,,,,,,,,,,,,,,,,
1835,,,,,,,,,,,,,,"358,000","3,626,000",,,,,,,"3,912,000",,,,,,,,,,,,,,,,,,,,,,"1,071,256","410,497,259",,,,,,,,,,,,,,,"1,306,000",,,,,,,,,,,,,,,,"1,391,000","34,000,000",,,,,,"29,390,000",,,"2,653,000",,,,,,,,,,,,,,,,,"19,215,656",,,"5,760,580",,,"22,215,000",,"31,496,031",,,,,,,,,,,,,,,,,,,,,"35,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,732,000",,,,,,,,,,,,"1,188,000",,,,,,,,,,,"3,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,482,000",,,,,,"2,988,723","2,159,000",,,,,,,,,,,,,,,,,,,,"19,691,420","15,334,042",,,,,,,,,,,,,,,,,
1836,,,,,,,,,,,,,,"367,000","3,614,000",,,,,,,"3,945,000",,,,,,,,,,,,,,,,,,,,,,"1,092,912","410,797,368",,70,,,,,,"78,000",,,,,,,"1,315,000",,,,,,,,,,,,,,,,"1,399,000","34,178,000",,,,,,"29,702,000",,,"2,677,000",,,,,,,,,,,,,,,,,"19,375,284",,,"5,796,156",,,"22,358,000",,"31,529,381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,762,000",,,,,,,,,,,,"1,202,000",,,,,,,,,,,"3,617,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,571,000",,,,,,"3,024,423","2,171,000",,,,,,,,,,,,,,,,,,,,"19,918,844","15,752,501",,,,,,,,,,,,,,,,,
1837,,,,,,,,,,,,,,"373,000","3,662,000",,,,,,,"3,978,000",,,,,,,,,,,,,,,,,,,,,,"1,114,694","411,097,697",,,,,,,,,,,,,,,"1,325,000",,,,,,,,,,,,,,,,"1,409,000","34,357,000",,,,,,"30,013,000",,,"2,702,000",,,,,,,,,,,,,,,,,"19,536,238",,,"5,831,733",,,"22,502,000",,"31,562,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,791,000",,,,,,,,,,,,"1,214,000",,,,,,,,,,,"3,639,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,662,000",,,,,,"3,056,255","2,183,000",,,,,,,,,,,,,,,,,,,,"20,136,267","16,170,997",,,,,,,,,,,,,,,,,
1838,,,,,,,,,,,,,,"388,000","3,680,000",,,,,,,"4,012,000",,,,,,,,,,,,,,,,,,,,,,"1,136,597","411,398,245",,,,,,,,,,,,,,,"1,335,000",,,,,,,,,,,,,,,,"1,420,000","34,537,000",,,,,,"30,365,000",,,"2,727,000",,,,,,,,,,,,,,,,,"19,698,529",,,"5,868,021",,,"22,647,000",,"31,596,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,821,000",,,,,,,,,,,,"1,224,000",,,,,,,,,,,"3,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,753,000",,,,,,"3,076,178","2,195,000",,,,,,,,,,,,,,,,,,,,"20,354,979","16,590,533",,,,,,,,,,,,,,,,,
1839,,,,,,,,,,,,,,"403,000","3,698,000",,,,,,,"4,046,000",,,,,,,,,,,,,,,,,,,,,,"1,158,619","411,699,012",,,,,,,,,,,,,,,"1,347,000",,,,,,,,,,,,,,,,"1,430,000","34,718,000",,,,,,"30,746,000",,,"2,752,000",,,,,,,,,,,,,,,,,"19,862,168",,,"5,904,310",,,"22,793,000",,"31,629,642",,,,,,,,,,,,,,,,,,,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,853,000",,,,,,,,,,,,"1,233,000",,,,,,,,,,,"3,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,845,000",,,,,,"3,091,190","2,208,000",,,,,,,,,,,,,,,,,,,,"20,578,690","17,009,101",,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,"420,000","3,716,000",,,,,,,"4,080,000",,,,,,,,,,,,,,,,"1,697,000",,,,,,"1,180,761","412,000,000",,,,,,,,,,,,,,,"1,357,000",,,,,,,,,,,,,,,,"1,441,000","34,900,000",,,,,,"31,126,000",,,"2,777,000",,,,,,,,,,,,,,,,,"20,027,167",,,"5,940,598",,,"22,939,000",,"31,663,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,886,000",,,"70,000",,,,,,,,,"1,241,000",,,,,,,,,,,"3,704,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,937,000",,,,,,"3,111,082","2,220,000",,,,,,,,,,,,,,,,,,,,"20,804,402","17,443,768",,,,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,"448,000","3,739,000",,,,,,,"4,115,000",,,,,,,,,"6,700",,,,,,,,,,,,,"1,203,023","412,000,000",,,,,,,,,,,"1,008,000",,,,"1,371,000",,,,,,,,,,,,,,,,"1,456,000","35,059,000",,,,,,"31,475,000",,,"2,803,000",,,,,,,,,,,,,,,,,"20,193,535",,,"5,976,886",,,"23,087,000",,"31,696,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,921,000",,,,,,,,,,,,"1,254,000",,,,,,,,,,,"3,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,030,000",,,,,,"3,140,275","2,235,000",,,,,,,,,,,,,,,,,,,,"21,027,114","18,056,100",,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,"465,000","3,762,000",,,,,,,"4,151,000",,,,,,,,,,,,,,,,,,,,,,"1,225,410","412,000,000",,,,,,,,,,,,,,,"1,385,000",,,,,,,,,,,,,,,,"1,476,000","35,218,000",,,,,,"31,787,000",,,"2,829,000",,,,,,,,,,,,,,,,,"20,361,287",,,"5,992,540",,,"23,236,000",,"31,730,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,952,000",,,,,,,,,,,,"1,271,000",,,,,,,,,,,"3,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,123,000",,,,,,"3,174,111","2,251,000",,,,,,,,,,,,,,,,,,,,"21,284,460","18,667,464",,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,"472,000","3,785,000",,,,,,,"4,187,000",,,"10,000",,,,,,,,,,,,,,,,,,,"1,247,926","412,000,000",,,,,,,"17,000",,,,,,,,"1,392,000",,,,,,,,,,,,,,,"140,000","1,495,000","35,378,000",,"66,000",,,,"32,086,000",,,"2,855,000",,,,,,,,,,,,,,,,,"20,530,432",,,"6,006,059",,,"23,385,000",,"31,763,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,981,000",,,,,,,,"4,500",,,,"1,286,000",,,,,,,,,,,"3,738,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,217,000",,,,,,"3,207,040","2,266,000",,,,,,,,"1,000","18,500",,,,,,,,,,,"21,504,941","19,278,865",,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,"482,000","3,808,000",,,,,,,"4,223,000",,,,,,,,,,,,,,,,,,,,,,"1,270,578","412,000,000",,,,,,,,"94,000",,,,,,,"1,414,000",,"22,000",,,,,,,,,,,,,,"1,516,000","35,539,000",,,,,,"32,394,000",,,"2,881,000",,,,,,,,,,,,,,,,,"20,700,981",,,"6,033,097",,,"23,536,000",,"31,797,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,014,000",,,,,,,,,,,,"1,302,000",,,,,,,,,,,"3,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,312,000",,,,,,"3,239,777","2,282,000",,,,,,,,,,,,,,,,,,,,"21,751,903","19,890,301",,,,,,,,,,,,,,,,,
1845,,,,,,,,,,,,,,"494,000","3,831,000",,,,,,,"4,259,000",,,,,,,,,,,,,,,,,,,,,,"1,293,375","412,000,000",,,,,,,,,,,,,,,"1,430,000",,,,,,,,,,,,,,,,"1,536,000","35,700,000",,,,,,"32,743,000",,,"2,908,000",,,,,,,,,,,,,,,,,"20,872,948",,,"6,045,905",,,"23,687,000",,"31,831,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,047,000",,,,,,,,,,,,"1,319,000",,,,,,,,,,,"3,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,407,000",,,,,,"3,276,770","2,298,000",,,,,,,,,,,,,,,,,,,,"21,994,095","20,502,776",,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,"505,000","3,855,000",,,,,,,"4,296,000",,,,,,,,,,,,,,,,,,,,,,"1,316,325","412,000,000",,,,,,,,,,,,,,,"1,444,000",,,,,,,,,,,,,,,,"1,555,000","35,829,000",,,,,,"33,059,000",,,"2,934,000",,,,,,,,,,,,,,,,,"21,046,343",,,"6,040,924",,,"23,840,000",,"31,864,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,069,000",,,,,,,,,,,,"1,337,000",,,,,,,,,,,"3,771,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,503,000",,,,,,"3,313,870","2,314,000",,,,,,,,,,,,,,,,,,,,"22,231,076","21,114,282",,,,,,,,,,,,,,,,,
1847,,,,,,,,,,,,,,"518,000","3,878,000",,,,,,,"4,333,000",,,,,,,,,,,,,,,,,,,,,,"1,339,439","412,000,000",,,,,,,,,,,,,,,"1,456,000",,,,,,,,,,,,,,,,"1,573,000","35,959,000",,,,,,"33,231,000",,,"2,961,000",,,,,,,,,,,,,,,,,"21,221,179",,,"5,838,137",,,"23,993,000",,"31,898,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,071,000",,,,,,,,,,,,"1,351,000",,,,,,,,,,,"3,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,600,000",,,,,,"3,341,981","2,330,000",,,,,,,,,,,,,,,,,,,,"22,279,863","21,725,822",,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,"538,000","3,902,000",,,,,,,"4,371,000",,,,,,,,,,,,,,,,,,,,,,"1,362,729","412,000,000",,,,,,,,,,,,,,,"1,470,000",,,,,,,,,,,,,,,,"1,591,000","36,089,000",,,,,,"33,289,000",,,"2,989,000",,,,,,,,,,,,,,,,,"21,397,467",,,"5,436,120",,,"24,148,000",,"31,932,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,069,000",,,,,,,,,,,,"1,363,000",,,,,,,,,156,,"3,794,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,697,000",,,,,,"3,366,610","2,346,000",,,,,,,,,,,,,,,,,,,,"22,246,880","22,337,396",,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,"576,000","3,926,000",,,,,,,"4,408,000",,,,,,,,,,,,,,,,,,,,,,"1,386,207","412,000,000",,,,,,,,,,,,,,,"1,484,000",,,,,,,,,,,,,,,,"1,610,000","36,219,000",,,,,,"33,452,000",,,"3,016,000",,,,,,,,,,,,,,,,,"21,575,220",,,"5,162,891",,,"24,303,000",,"31,966,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,076,000",,,,,,,,,,,,"1,377,000",,,,,,,,,,,"3,804,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,795,000",,,,,,"3,399,840","2,363,000",,,,,,,,,,,,,,,,,,,,"22,266,109","22,950,007",,,,,,,,,,,,,,,,,
1850,,,,"500,000",,"8,100",,,,,"1,100,000",,,"605,000","3,950,000",,,,,,,"4,449,000",,,,,"1,374,000",,,"7,234,000",,,"2,500,000",,,,,"2,485,000",,,,,,"1,409,885","412,000,000",,,"2,065,000",,,,"16,000","101,000",,,"1,186,000",,,"9,250,000","1,499,000",,,"146,000",,"816,000",,"366,000",,,,,,,100,"137,000","1,628,000","36,350,000",,"62,000",,,,"33,746,000",,,"3,044,000",,,,"34,000","850,000",,,,,"938,000",,"350,000","33,000","5,161,000",,,"21,754,448",,,"4,893,931",,"209,954","24,460,000","399,000","32,000,000",,,,,,,"9,545,000",,,,,,,,,,,,,,,,,,"530,000",,,,,,,"181,000",,"7,662,000",,,,,,,,,"3,932,000",,,"4,352,000","3,098,000",,,"90,000",,"353,850",,,"4,500",,,,"1,392,000",,,,"135,000",,"350,000","2,001,000","3,144,546",,"13,000,000","3,816,000","495,000",,,"8,000,000",,,,,,,,,,"46,899",,,,,,,,,,"56,000",,,,,,,,,"14,894,000","2,217,000",,,,,"3,440,865","2,379,000",,"2,200,000",,,"5,230,000",,,"1,000","18,500",,"80,000",,,,,,,,,"22,287,069","23,579,718","132,000","73,750,000",,,,"1,324,000","165,944",,,,"40,000",,,,"6,000,000",,
1851,,,,,,,,,,"37,000",,,,"636,000","3,978,000",,"28,000",,,"136,000",,"4,477,000",,,"11,000",,,,,,,,,,,,,,,,,,,"1,433,777","408,358,528",,,,,,,,,,,,,,,"1,517,000",,,,,,,,,,,,,,,,"1,642,000","36,479,000",,,,,,"34,055,000",,,"3,072,000",,"33,000",,,,,,,,,,,,,,,"22,006,188",,,"4,634,933",,,"24,617,000",,"32,117,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,100",,,,,,,"3,133,000",,,,,,,,,,,,"1,409,000",,,,,,,,,,,"3,827,000",,,,,,,,,,"24,000",,"30,000",,,,,,,,,,,,,,,,,,,,,"14,974,000",,,,,,"3,480,885","2,399,000",,,,,,,,,,,,,,,,,,,,"22,310,067","24,405,303",,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,,,,"710,000","4,006,000",,,,,,,"4,506,000",,,,,,,,,,,,,,,,,,,,,,"1,457,897","404,749,241",,,,,,,,,,,,,,,"1,536,000",,,,,,,,,,,,,,,,"1,652,000","36,609,000",,,,,,"34,290,000",,,"3,100,000",,,,,,,,,,,,,,,,,"22,260,841",,,"4,508,991",,,"24,776,000",,"32,235,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,167,000",,,,,,,,,,,,"1,425,000",,,,,,,,,,,"3,839,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,055,000",,,,,,"3,514,057","2,406,000",,,,,,,,,,,,,,,,,,,,"22,567,009","25,230,918",,,,,,,,,,,,,,,,,
1853,,,,,,,,,,,,,,"795,000","4,035,000",,,,,,,"4,534,000",,,,,,,,,,,,,,,,,,,,,,"1,482,258","401,171,855",,,,,,,,,,,,,,,"1,552,000",,,,,,,,,,,,,,,,"1,663,000","36,739,000",,,,,,"34,422,000",,,"3,129,000",,,,,,,,,,,,,,,,,"22,518,442",,,"4,410,800",,,"24,935,000",,"32,354,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,194,000",,,,,,,,,,,,"1,440,000",,,,,,,,,,,"3,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,136,000",,,,,,"3,539,622","2,412,000",,,,,,,,,,,,,,,,,,,,"22,837,200","26,156,953",,,,,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,"887,000","4,063,000",,,,,,,"4,563,000",,,,,,,,,,,,,,,,,,,,,,"1,506,873","397,626,087",,,,,,,,,,,,,,,"1,569,000",,,,,,,,,,,,,,,,"1,673,000","36,869,000",,,,,,"34,531,000",,,"3,158,000",,,,,,,,,,,,,,,,,"22,779,022",,,"4,328,262",,,"25,096,000",,"32,473,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,218,000",,,,,,,,,,,,"1,457,000",,,,,,,,,,,"3,858,000",,,,,,,,"6,300",,,,,,,,,,,,,,,,,,,,,,,,,"15,217,000",,,,,,"3,567,989","2,427,000",,,,,,,,,,,,,,,,,,,,"23,117,738","26,882,238",,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,,,,"983,000","4,092,000",,,,,,,"4,592,000",,,,,,,,,,,,,,,,,,,,,,"1,531,758","394,111,659",,,,,,,,,,,,,,,"1,590,000",,,,,,,,,,,,,,,,"1,683,000","37,000,000",,,,,,"34,586,000",,,"3,187,000",,,,,,,,,,,,,,,,,"23,042,618",,,"4,279,877",,,"25,257,000",,"32,592,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,235,000",,,,,,,,,,,,"1,479,000",,,,,,,,,,,"3,867,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,299,000",,,,,,"3,605,026","2,442,000",,,,,,,,,,,,,,,,,,,,"23,417,123","27,707,943",,,,,,,,,,,"37,000",,,,,,
1856,,,,,,,,,,,,,,"1,065,000","4,120,000",,,,,,,"4,621,000",,,,,,,,,,,,,,,,,,,,,,"1,556,924","390,628,294",,,,,,,,,,,,,,,"1,612,000",,,,,,,,,,,,,,,,"1,692,000","37,060,000",,,,,,"34,715,000",,,"3,216,000",,,,,,,,,,,,,,,,,"23,309,265",,,"4,249,993",,,"25,420,000",,"32,712,413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,253,000",,,,,,,,,,,,"1,501,000",,,,,,,,,194,,"3,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,381,000",,,,,,"3,640,807","2,457,000",,,,,,,,,,,,,,,,,,,,"23,728,007","28,534,680",,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,"1,156,000","4,150,000",,,,,,,"4,651,000",,,,,,,,,,,,,,,,,,,,,,"1,582,386","387,175,716",,,,,,,,,,,,,,,"1,634,000",,,,,,,,,,,,,,,,"1,703,000","37,120,000",,,,,,"34,979,000",,,"3,246,000",,,,,,,,,,,,,,,,,"23,578,997",,,"4,211,570",,,"25,584,000",,"32,832,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,277,000",,,,,,,,,,,,"1,521,000",,,,,,,,,0,,"3,889,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,455,000",,,,,,"3,668,420","2,471,000",,,,,,,,,,,,,,,,,,,,"23,974,430","29,360,442",,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,,,,"1,235,000","4,178,000",,,,,,,"4,680,000",,,,,,,,,,,,,,,,,,,,,,"1,608,154","383,753,654",,,,,,,,,,,,,,,"1,653,000",,,,,,,,,,,,,,,,"1,715,000","37,180,000",,,,,,"35,278,000",,,"3,273,000",,,,,,,,,,,,,,,,,"23,851,850",,,"4,191,647",,,"25,748,000",,"32,953,391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,294,000",,,,,,,,,,,,"1,543,000",,,,,,,,,16,,"3,925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,526,000",,,,,,"3,695,129","2,484,000",,,,,,,,,,,,,,,,,,,,"24,230,353","30,186,232",,,,,,,,,,,,,,,,,
