Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Rep.,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Rep.,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.","Korea, United",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nagorno-Karabakh,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Saint-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),Yemen Arab Republic (Former),Yemen Democratic (Former),"Yemen, Rep.",Yugoslavia,Zambia,Zimbabwe
1953,,812.8562795,,1665.794737,2436.33995,,,3598.805544,,,6107.586028,1438.947336,,10157.91298,6399.786948,2214.816173,,10230.37327,682.7215415,,2476.632722,8645.372292,,1012.844468,,,2373.251302,1104.173675,865.8613802,2145.843347,,,2691.935068,557.006778,346.9312241,363.2682522,1199.75541,11586.61455,602.3262158,,1095.180712,1203.409947,,4161.720289,486.1999125,,,2184.166023,1122.692823,809.0350048,2163.659332,,2924.001106,1410.478003,3537.813472,4811.180493,,6774.039587,,9485.175355,2705.478727,,1338.340514,,3503.575422,1409.748543,3178.362183,385.5688743,342.0659166,,4133.18041,376.5966111,,,,6393.115429,7692.442081,,,4422.183364,491.8493556,1782.152454,7697.248042,1010.363404,,3682.619769,,,,,2445.12619,,520.9940865,422.1801545,,1751.256464,,2299.858615,3160.149944,5308.48868,8211.292176,612.9628998,770.9263911,2658.797302,5305.469852,5359.593536,5855.945756,3926.394924,5222.079917,3258.814391,3406.853094,,1574.414169,3601.721775,809.4432328,,1003.707487,950.5341331,,,113211.8816,,801.1824498,2660.738228,5435.234996,306.0163511,583.9663195,2375.339242,,5729.325107,14733.27503,,2161.69529,1471.774458,377.4664681,1791.855826,,459.8768145,,,,763.0128512,1969.435161,,3380.658236,,2137.225264,,809.4972608,3002.870719,,1698.277309,476.8589086,512.7279426,,2458.45495,,573.0991126,8144.208862,,,10637.22008,3092.083304,776.2889616,1080.04006,,,,,9412.883884,1906.936562,732.5088328,,2569.850258,,1955.912309,3896.299746,1345.679103,,4183.458441,3262.202522,3252.089219,,2740.695002,3328.701039,5314.68011,502.1029588,,,,,,,,,,879.7448425,6968.420909,1473.803262,4062.063074,,,4995.782156,901.4537774,2762.900725,4999.307811,4780.667116,,1156.6622,,4827.962565,,1655.206708,3787.808989,1072.408072,1646.641602,,,1165.394658,9791.189721,15055.82564,2022.200208,1549.534863,2321.982565,674.3520331,815.4598831,,872.9219478,,,,3033.585613,1497.119588,2563.647105,3395.455096,,,746.8340971,3299.747299,,10338.50775,17471.2815,5926.627264,,1215.002771,,,7730.247662,1570.897471,,,621.1851833,,,,787.3154506,,1192.692866,426.6437974
1954,,815.3595213,,1714.688776,2557.818507,,,3450.820228,,,6242.599448,1480.306673,,10544.08738,7045.971274,2281.447253,,10599.69245,682.5485692,,2551.875445,8950.306725,,1021.285421,,,2371.672884,1150.693245,880.4968514,2249.203114,,,2613.983108,571.3961712,359.6072868,395.7529875,1227.648893,11173.2595,593.8972871,,1119.354923,1229.372028,,3954.372251,490.3912015,,,2270.060515,1162.076011,841.4015151,2202.171632,,2845.097226,1433.432731,3686.863902,4953.840069,,6979.21869,,9601.582128,2786.750325,,1371.03541,,3687.720382,1401.630012,3126.400971,401.0599042,336.192418,,4261.527146,370.1301976,,,,6874.027206,8019.092346,,,4556.145052,506.8714231,1834.632513,8233.475424,1107.532716,,3766.009456,,,,,2419.202106,,543.5877147,495.7400383,,1861.108527,,2103.691205,3271.089048,5431.85557,8800.722567,625.8774618,807.6014547,2593.50252,6172.50524,5427.053644,6073.901417,4552.486293,5436.140736,3580.807431,3554.902815,,1601.522383,3713.565243,878.5959734,,1059.235639,1003.252513,,,119849.2934,,809.6514206,2742.052841,6091.803531,317.5437061,601.8761014,2313.669911,,5907.236571,14468.25133,,2252.768948,1501.165911,385.8052997,1854.518648,,466.9406971,,,,783.3955742,2013.472385,,3614.576797,,2201.310398,,834.526321,3129.383655,,1707.292591,479.8607797,473.5104905,,2535.275561,,579.0998418,8638.541395,,,11839.00284,3279.797703,791.055319,1132.342652,,,,,9809.489229,1986.072852,731.5507024,,2600.240452,,1938.394197,3902.715697,1404.093966,,4338.679886,3397.693176,3370.582784,,2801.727411,3529.10624,5479.715694,519.5621315,,,,,,,,,,915.5612392,7615.790541,1497.638532,4233.200488,,,5210.536143,939.5441486,3166.358338,5150.732006,4982.079795,,1200.564364,,5065.893365,,1688.75655,4039.519387,1070.874687,1680.017836,,,1202.806522,10321.49041,15739.39579,2254.179979,1638.384693,2392.134901,711.1398898,783.3604441,,886.2413318,,,,3002.878322,1503.537358,2414.814817,3500.893411,,,716.6550109,3402.213621,,10723.30235,16979.25899,6217.573463,,1249.180993,,,8114.820007,1633.309603,,,638.4904051,,,,792.0852859,,1239.058306,433.7165366
1955,,816.414838,,1807.130587,2572.474443,,,3672.081573,,,6566.88202,1575.263689,,10864.61774,7817.250888,2430.960748,,10957.17293,633.4855866,,2719.894804,9244.72546,,1000.6625,,,2443.66208,1208.077333,893.5819781,2379.477029,,,2772.894304,586.3981756,364.6437504,378.1509362,1256.241307,11901.50949,596.8271095,,1143.730538,1255.590763,,4023.329204,507.643571,,,2286.564672,1174.148266,856.7983638,2240.944714,,3057.11838,1455.901319,3870.724651,5076.018528,,7495.881059,,9645.665818,2803.229465,,1409.772077,,3684.142723,1394.396633,3195.050065,407.3382223,348.0343498,,4545.07364,383.1675426,,,,7142.394529,8399.73839,,,4694.675741,509.7646542,1953.65596,9096.82667,1008.522413,,4019.811883,,,,,2407.564081,,553.3446178,464.9453553,,1754.020893,,2092.367543,3386.382302,5850.989,9458.671799,628.7138803,823.6767746,2529.028285,5791.493824,5607.711155,6272.343171,4993.22973,5733.705071,3893.490377,3814.965272,,1456.60956,3960.652348,918.3691347,,1109.065558,1049.97471,,,116444.4039,,818.3068762,2923.103936,6426.760587,322.5087562,606.5157335,2844.840903,,6300.282575,15026.47897,,2365.112608,1531.052352,384.8059277,1817.187361,,474.7331824,,,,804.1969211,2013.152846,,3810.525522,,2345.346633,,859.0672476,3285.443341,,1715.255468,500.615612,526.8587378,,2555.535563,,584.4648283,9170.542332,,,11814.683,3393.422843,806.1106233,1134.588238,,,,,9947.974098,2068.101319,730.4868461,,2681.588335,,1974.52218,4084.31499,1457.134274,,4464.945774,3513.188054,3487.488317,,2772.529069,3722.174916,5844.316017,524.6872689,,,,,,,,,,822.7700998,7642.32731,1521.721974,4444.306574,,,5188.308108,959.2659122,2912.645046,5532.033914,5230.531852,,1216.043777,,5199.293634,,1723.364072,4163.500932,1104.565372,1714.446276,,,1211.968884,10535.74084,16626.4855,1975.451657,1708.324731,2549.219009,710.0446967,823.9790442,,899.6825603,,,,3311.345775,1401.358996,2527.017051,3733.830106,,,743.2078272,3628.584523,,11073.6457,17822.45193,6172.350456,,1328.520423,,,8388.418061,1694.347388,,,654.1938814,,,,797.1717273,,1180.93884,454.0515681
1956,,837.0669354,,1825.302487,2764.423629,,,3549.035343,,,6630.034401,1692.015103,,10974.12837,8348.449465,2614.537457,,11308.30636,687.860854,,2926.133587,9529.403593,,980.063476,,,2249.186091,1170.757903,905.9083337,2376.501261,,,2747.377929,601.987882,372.0046252,417.4705973,1284.38948,12555.54947,604.2715576,,1167.26665,1281.990419,,4004.522058,542.4958656,,,2321.01825,1193.113143,896.3768632,2277.929335,,2859.875113,1478.006825,3751.15181,5429.239504,,7855.581257,,9715.123324,2836.842711,,1501.652565,,3717.830121,1426.57148,3346.593952,418.3435369,353.143036,,4892.896131,388.7919379,,,,7277.784158,8786.307885,,,4833.631106,515.4573403,2099.889756,9692.608437,1039.118957,,4333.64187,,,,,2550.951732,,565.4249638,516.4971532,,1871.580727,,2191.200247,3506.599008,5537.722375,9489.0241,651.1244659,804.8345099,2684.957209,6054.155175,5574.537166,6320.662326,5208.0552,5958.252391,4220.496363,4058.838069,,1917.526096,4263.75062,941.4625714,,1097.166873,1038.59218,,,118681.3003,,825.8966539,3145.300206,6129.261823,329.1997975,613.6727615,3385.728399,,6782.426574,15697.47234,,2292.050518,1560.029514,408.5194358,1873.346296,,482.4222836,,,,825.3470231,2018.862868,,3953.72429,,2522.215557,,884.5506117,3183.950771,,1678.430354,494.020779,552.8713788,,2587.277872,,604.3082083,9494.990298,,,12186.70276,3288.889437,820.7270449,1082.520384,,,,,10399.98183,2155.839893,733.7974462,,2750.551149,,2006.181608,4157.300479,1513.276577,,4576.687377,3639.99042,3738.966808,,2781.866119,3829.439685,6291.566099,532.7615924,,,,,,,,,,868.2120919,8042.357973,1544.672693,4307.014876,,,5135.942815,981.9676148,3204.489283,5797.496197,5068.952405,,1236.833051,,5370.008789,,1854.124459,4462.540356,1084.424793,1844.530025,,,1228.312196,10896.49321,17501.93196,2270.138895,1737.365424,2742.066838,700.3209546,810.6167294,,913.1647992,,,,3881.042738,1472.771748,2523.458495,4019.570271,,,763.1372031,3906.270521,,11158.95181,17783.272,6182.25544,,1426.134577,,,8992.665166,1757.708914,,,665.986811,,,,800.9672478,,1289.239657,500.8956543
1957,,820.8530296,,1942.284244,3013.976023,,,3827.940465,,,6856.856212,1692.70387,,10949.64959,8842.59803,2619.012485,,11635.79945,661.6374577,,2931.986524,9714.960623,,959.6010805,,,2127.686326,1353.989176,918.2325349,2487.365989,,,3008.670727,617.1834648,379.5646281,434.0383364,1313.048099,12489.95006,583.6337743,,1190.844328,1308.495577,,4315.622723,560.0000316,,,2323.805581,1211.148548,905.8602303,2315.056572,,2990.010802,1500.895925,4338.231617,6092.174359,,8256.343918,,10416.30574,2864.969076,,1544.402995,,3780.546651,1458.915272,3421.523218,426.0964081,344.1618859,,4905.879174,378.9041632,,,,7545.415386,9242.424875,,,4976.198099,520.9267111,2102.183787,10187.82665,1043.561537,,4585.496888,,,,,2617.155967,,576.2670245,537.3487743,,1726.887882,,2220.487682,3629.076457,6040.180011,9244.001412,630.5767785,858.9002707,2981.937799,5859.832414,5599.077872,6391.026599,5385.278451,6248.656232,4756.525781,4317.694365,,1886.080591,4275.064258,944.4383152,,1158.477762,1096.878632,,,113523.1329,,833.5978748,3152.141669,6089.786934,335.9971151,620.9699901,3448.284395,,6800.423386,16545.86334,,2650.771424,1589.20275,416.3698064,1810.066992,,490.3821867,,,,846.1202613,2034.037981,,4131.546641,,2526.289635,,912.6626085,3682.259903,,1642.002314,495.5868333,576.1070994,,2621.448058,,597.9363558,9690.894764,,,12247.39532,3457.415947,835.5234025,1100.592563,,,,,10635.84541,2242.746551,747.0835292,,2961.800905,,2046.154706,4245.256698,1547.944844,,4734.253019,3774.571743,3907.156189,,2769.451844,3943.370225,6308.260438,540.2893983,,,,,,,,,,860.7369026,8157.591248,1567.653006,4981.090891,,,5239.911768,1004.484437,2843.104409,6093.26298,5862.276629,,1258.147413,,5487.104219,,1779.54559,4564.80241,1072.546602,1770.337074,,,1244.708364,11136.97164,17909.48973,2336.848554,1800.690173,2747.101487,698.5356073,793.5774148,,925.9083202,,,,4100.3934,1395.232468,2630.531832,4030.235989,,,774.3710692,3916.635604,,11283.17795,17749.49971,6150.772969,,1425.865508,,,9802.466526,1827.067742,,,676.2854478,,,,804.8304547,,1311.956766,518.7642681
1958,,849.7400695,,2029.789585,3059.576865,,,3966.415044,,,7157.85635,1783.993089,,11240.95886,9137.296178,2763.85782,,11921.7816,635.985227,,3095.032539,9477.273558,,974.0371343,,,2130.501199,1398.03242,929.0465711,2680.429605,,,3238.108918,633.8863491,383.3776927,443.979754,1342.09351,12384.41018,578.6618205,,1214.365564,1335.839759,,4444.518373,607.8854695,,,2292.183998,1218.420538,861.471056,2352.13624,,3237.298051,1522.780561,4479.347806,5982.000903,,8811.025887,,10600.50339,2859.639249,,1573.200289,,3784.771842,1492.53324,3392.037558,433.5200437,348.97859,,5182.068241,384.2071015,,,,7523.807653,9434.978021,,,5121.53658,520.7869845,2217.074558,10571.58556,998.032874,,4759.420264,,,,,2660.061032,,583.7724759,540.8545633,,1827.625656,,2217.790742,3756.588949,6416.726703,9789.869797,663.175146,792.4708054,3243.074626,6388.146448,5535.119487,6350.207828,5543.324345,6518.368168,4737.216096,4528.38594,,1989.850984,4515.739979,926.8443947,,1192.588315,1129.647896,,,107961.2738,,841.5852504,3328.011217,5102.569674,342.5805295,622.5870522,3705.673909,,7183.270685,16587.4117,,2736.997056,1618.503517,422.1524831,1758.399759,,498.2108363,,,,866.4689607,2031.188804,,4224.166836,,2665.75056,,939.2335867,3802.038313,,1606.283992,509.1761829,551.2689159,,2628.160645,,624.6423051,9482.816538,,,12437.61842,3362.042275,850.4348247,1062.669337,,,,,10562.18779,2337.966381,738.6846185,,2924.124893,,2107.311486,4144.743794,1554.149473,,4885.491828,3793.655171,3951.38379,,2764.119362,4065.805746,6663.40016,542.8836955,,,,,,,,,,943.0618398,8380.69704,1590.373869,5143.118331,,,5272.744571,1018.621971,2849.149873,6502.623726,6052.967724,,1267.276121,,5510.158666,,1802.860791,4720.206871,1076.228019,1793.531628,,,1248.402625,11185.99746,17284.27073,1949.890852,1858.560433,2899.391089,685.8759443,796.7036273,,937.8858119,,,,4303.080455,1554.591316,2654.555339,4257.128475,,,757.9820213,4137.132664,5100,11211.11356,17217.3862,6230.904198,,1501.868975,,,9064.532978,1895.3446,,,684.5975191,,,,808.3962341,,1245.619033,509.092181
1959,,856.2288434,,2113.346606,3548.416022,,,3917.761174,,,6575.45436,1729.096213,,11678.07069,9360.853847,2682.301787,,12169.78864,656.3067921,,3004.56968,9675.467689,,988.8752036,,,2076.816142,1555.187741,944.1369248,2861.74975,,,3464.569652,649.6994714,398.3046608,474.5859159,1370.438494,12590.80033,627.0925034,,1237.027984,1361.476485,,4090.770396,604.376542,,,2381.60429,1260.080141,872.6785366,2388.978301,,3228.865024,1537.940971,4982.879292,5232.615705,,9135.702191,,11325.13291,2939.926685,,1530.129494,,3877.176357,1527.26507,3437.781199,451.5639681,351.7554767,,5033.884184,387.2643079,,,,7907.517148,9619.511332,,,5268.770515,535.4297652,2150.323127,11261.92987,1110.593801,,4890.416047,,,,,2710.411934,,606.8931113,534.3008825,,1707.088116,,2201.34178,3888.527056,6639.866073,9768.93049,663.6418163,816.5514562,3428.186016,6500.835479,5776.534103,6568.627522,6073.058205,6885.772019,4897.484775,4893.312509,,2050.050869,4386.609941,921.3427949,,1208.848433,1145.069459,,,106738.8971,,848.9273597,3231.302721,5404.77179,346.2221595,641.8989791,3901.966159,,6977.861158,16545.58328,,3044.667782,1646.632191,427.4420518,1826.016008,,506.6345549,,,,887.8956019,2089.797045,,4220.454728,,2586.840726,,967.7740129,4229.432229,,1570.983609,526.0526916,626.2898936,,2711.338942,,634.8371582,9823.190536,,,13039.678,3307.131982,865.3980881,1083.060661,,,,,10935.71708,2429.593218,727.8986697,,3029.415615,,2049.458422,4053.342434,1610.858077,,4948.301085,3966.469796,4263.728388,,2840.755161,4205.871192,6472.856613,560.6986378,,,,,,,,,,844.4604692,9044.260659,1611.699724,5721.265446,,,5403.082921,1062.021453,3202.784492,6742.238031,6733.392634,,1314.365667,,5630.537219,,1962.581111,4571.300919,1063.154395,1952.425452,,,1288.366278,11627.28837,18161.48966,1956.10796,1932.492136,2814.185412,700.2048249,865.0414418,,950.5404102,,,,4405.839464,1465.076399,2680.806565,4135.393573,,,774.4504047,4018.829108,,11596.72739,18084.11392,5605.001965,,1454.78676,,,9031.526247,1965.959644,,,690.4102269,,,,811.9917854,,1468.111429,519.5964769
1960,,868.4982226,,2220.342696,3716.788679,,,4006.206302,,,6984.75572,1855.114897,,11897.96372,10083.83005,2881.543903,13685.51115,12373.90803,679.3640316,5319.738549,3228.679992,10076.60249,1868.455953,996.92542,26177.3742,,2117.78193,1638.058291,953.2611538,3044.128443,,,3759.16551,661.8616423,396.9416121,489.7309238,1386.313224,12701.48312,654.575172,,1225.463418,1348.769683,,4321.773456,583.0246344,,,2399.030025,1337.131021,873.465309,2416.96786,,3374.87672,1622.673089,5248.399613,5194.754416,,9763.502773,,11569.47603,3043.199351,,1552.737916,,4012.404587,1562.959236,3468.953149,490.5234665,362.8203915,,5412.887139,399.446198,,,2036.450326,8562.873298,10244.42072,,,5440.071569,554.1752343,2308.621917,12091.34193,1158.848408,,5067.261868,,,,,2696.633625,,621.381608,550.2679078,2197.296581,1780.912456,,2262.218016,4026.158721,6954.291576,9890.0665,696.0992812,834.9920715,3660.176873,7086.007215,6125.349532,6891.830384,6291.246207,7314.830776,5113.571329,5488.805469,,2088.366399,4716.879385,928.1066532,,1200.316592,1137.181762,,,104014.691,,856.7453444,3472.931138,5416.835365,364.731976,645.1650278,4902.712549,,7503.226839,17086.72171,,3206.907548,1637.510639,428.704437,1904.478741,,510.5850588,2300.590224,,,946.3841346,2161.307656,,4433.085384,,2778.724761,,996.6677364,4454.803974,,1536.618298,527.8716539,636.3253433,,2893.486093,,640.7977296,10620.97532,,,12816.33036,3248.304481,902.9125063,1104.927097,,,,,11481.31421,2522.625155,744.1797942,,3119.954951,1120.042611,2016.412249,4486.392408,1584.519685,,5137.593634,4196.145957,4502.882087,,2969.279941,4349.18681,6960.20032,564.2188812,,,,,,2277.311584,,,,934.4687483,9726.957613,1607.711232,6026.1318,,,5672.926784,1080.696943,3426.03024,7205.561032,7092.191728,,1304.433808,,5545.680612,,1945.11795,4603.06757,1072.214523,1935.052657,,,1428.807539,12014.13645,19059.00518,1922.77016,1983.66624,3023.599578,708.8732109,940.1232335,,1011.3063,,,,4795.859286,1616.323816,2666.1651,4446.748846,,,788.6910934,4321.4082,,12167.33297,18175.42607,5720.89135,,1559.883969,,,8714.110368,2039.717191,,,696.9524172,,,,815.9216766,,1540.598657,526.7790774
1961,,857.3586549,,2238.787437,3202.96262,,,4463.825923,,,7367.286043,1926.818232,,11711.50002,10560.9654,2992.92046,14404.4065,12543.97119,703.5104482,5711.592975,3353.473947,10512.5111,1893.402978,1006.387154,26739.57962,,2113.493091,1694.856091,971.4406772,3214.185954,,,3966.093248,684.7957865,333.2702748,472.1955576,1380.621347,12817.92217,676.6545282,,1248.640302,1343.287511,,4418.959102,486.8308635,,,2443.566833,1320.492218,762.1156142,2441.679738,,3383.620348,1714.788066,5430.381873,5190.098271,,10060.06939,,12242.19123,3063.207887,,1468.139018,,3995.412888,1625.088865,3478.672177,529.9937166,373.2634774,,5622.104404,410.9434873,,,2037.500103,9150.501094,10686.66312,,,6209.466268,626.0894132,2397.854068,12478.82931,1167.031474,,5473.17534,,,,,2733.058181,,650.6424515,574.6950812,2236.819181,1673.932666,,2243.196065,4167.366873,7272.793578,9724.49065,699.9205829,859.7653006,3864.431265,7714.633694,6449.000013,7060.383925,6740.536801,7820.210212,5207.34306,6094.424202,,2406.717076,4899.19477,878.1542782,,1228.726859,1163.275468,,,94263.18294,,864.9973592,3607.165815,5637.193643,364.0984008,643.2585595,5237.925365,,7793.239278,17621.05133,,3318.103403,1638.927374,439.5981554,1981.398462,,503.5743786,2326.458543,,,1093.562464,2583.151884,,4512.02796,,2886.127184,,1026.267754,4609.269212,,1551.349953,531.8911053,640.7258453,,2852.451977,,647.1390028,10822.2018,,,13195.09699,3382.871656,921.4508288,1115.216754,,,,,12127.47192,2491.422334,769.0469025,,3358.287534,1168.280943,2058.776587,4747.909208,1623.378434,,5475.677263,4428.041583,4840.796038,,3033.873933,4602.358275,7229.223863,537.4997729,,,,,,2345.637561,,,,1004.730529,10635.36353,1641.119851,6235.081034,,,5215.677258,1084.204368,3782.960974,7424.430114,7338.105373,,1339.266096,,5582.298033,,1892.734448,5149.129055,1064.791374,1882.94022,,,1571.422239,12720.68963,20041.21634,2006.19999,2048.418279,3140.466828,681.1430074,958.9932686,,1054.671341,,,,4888.043804,1728.373755,2625.621467,4618.623228,,,758.6961962,4488.437954,,12464.90951,18226.62262,5808.697923,,1620.176129,,,8309.326796,2118.83253,,,708.2036978,,,,820.5380403,,1505.526319,536.6594757
1962,,853.10071,,2312.888958,2550.81688,,,4269.276742,,,7133.166023,1946.746954,,12217.22686,10750.72111,3023.875677,15117.51505,12753.27514,686.3415538,6204.489468,3388.158302,10991.20676,1916.319613,949.4990641,27275.24314,,2180.972546,1709.683679,983.6539764,3336.585802,,,4254.337839,722.5120206,355.2032273,496.9136476,1399.607441,13462.48555,695.8088512,,1193.068753,1389.817618,,4519.094331,484.6688366,,,2492.351109,1406.648278,896.3146335,2464.783157,,3460.937025,1728.869428,5477.890018,5180.75591,,10136.86713,,12831.70507,3020.989263,,1662.137359,,4086.114078,1693.335853,3776.803627,582.8419714,380.9958433,,5680.25278,419.4564161,,,2039.393277,9371.842561,11191.28607,,,6631.459222,599.650276,2422.654625,12902.46291,1190.041118,,5653.183213,,,,,2750.364446,,686.3736739,597.2419622,2202.776732,1796.589032,,2291.156835,4692.648272,7550.359877,10350.15906,698.7005561,849.2897701,3834.043372,7902.865619,6631.597314,7067.332525,7105.630706,8243.58234,5246.107524,6576.649461,,2348.009158,4949.866227,896.9663732,,1234.31789,1169.356137,,,95458.11176,,873.1201255,3644.474057,5714.560611,411.8006266,634.1951625,6757.030816,,7873.843296,17713.69998,,3347.132105,1643.38711,427.9010856,2036.884944,,496.1743428,2250.881414,,,1055.896036,2529.067487,,4581.609385,,2915.977859,,1056.353958,4649.593785,,1566.353493,556.6863539,684.6084344,,3173.215595,,652.3968593,11167.46953,,,13175.678,3634.364406,997.7661127,1150.927478,,,,,12392.784,2924.638113,803.3427418,,3536.540301,1219.99664,2148.027146,4957.037982,1649.552153,,5338.752143,4727.954889,5108.34463,,3173.72334,4734.997586,7303.994375,597.4730727,,,,,,2401.131424,,,,1071.551119,11626.41975,1654.988723,6289.629157,,,5526.979133,1116.639877,3674.735572,7481.107598,7402.303395,,1369.488336,,5768.729717,,1969.786712,5693.843879,1074.47196,1959.593767,,,1856.182125,13193.93539,20431.0927,2392.875614,2137.0099,3172.948089,722.0038073,1002.199172,,1067.53481,,,,4997.523971,1660.30321,2705.563617,4666.392785,,,767.2717398,4534.861029,,12477.17707,18978.44936,5603.357717,,1636.933308,,,8422.974165,2198.956312,,,772.0491602,,,,825.6232006,,1452.725766,527.2721818
1963,,849.4447177,,2391.779616,3146.57863,,,4413.596399,,,6852.536341,1873.854771,,12722.21702,11116.70439,2910.652488,15881.60021,13030.12917,741.049209,5863.174226,3261.295253,11396.12839,1941.286962,970.3394996,26931.24099,,2268.273809,1869.419506,999.6924486,3260.245091,,,4412.810322,708.5751968,364.1315352,519.8138518,1427.155657,13882.56266,712.7558184,,1166.796889,1345.059535,,4695.230243,519.759877,,,2493.767832,1666.013268,915.0041936,2489.386256,,3627.389345,1935.624325,5989.68954,5143.38172,,9880.818469,,12828.00723,3047.409151,,1713.09531,,4068.076415,1766.076351,3817.203323,661.4160058,422.9377912,,5467.566677,465.6322982,,,2096.896279,9612.397646,11579.28713,,,6988.932443,584.9135595,2331.942998,13158.87909,1197.514316,,6213.788799,,,,,2928.408249,,637.6289433,608.928071,1884.753099,1644.380875,,2293.201796,5246.025151,7942.533059,11221.63427,716.8871977,798.2144369,4141.492647,7565.252013,6896.745927,7293.573832,7546.025187,8636.90716,5312.992244,7061.483649,,2374.590691,4764.528039,912.8599631,,1313.130849,1243.280249,,,91444.07301,,881.1090465,3508.01376,5622.8704,446.0899773,631.8361544,8862.050133,,7579.022429,17788.60394,,3659.854815,1594.744743,409.479146,2077.255548,,518.7680051,2255.340537,,,978.0042532,2824.708352,,4803.872633,,2806.794695,,1089.393325,5084.005551,,1581.36357,525.4537965,691.6845002,,3402.724485,,657.2238124,11420.64089,,,13719.2622,3902.480236,1073.59144,1228.976992,,,,,12794.14149,2975.728035,831.4433422,,3760.368913,1245.616007,2150.974115,5038.456563,1712.47441,,5597.456046,4974.495622,5529.930795,,3307.583564,5040.095554,7030.510402,525.4255235,,,,,,2224.88922,,,,1136.310495,12332.86972,1676.996349,6877.269504,,,5892.554185,1118.69285,3907.516606,7292.141169,8093.900949,,1393.026006,,6045.121124,,1862.099796,6221.104643,1069.516435,1852.464092,,,1913.558226,13676.16694,20977.26759,2305.771142,2264.647784,3054.143172,745.3554182,1050.67602,,1092.427508,,,,5154.494912,1872.913612,2880.226722,4491.668713,,,830.8017875,4365.061909,,12876.59974,19461.09835,5558.900598,,1575.6415,,,8356.603994,2282.596914,,,769.5051296,,,,832.9186917,,1447.579193,506.0860538
